id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
267008,1.098901099,10.98901099,3.296703297,2.197802198,3.296703297,6.593406593,4.395604396,3.296703297,21.97802198,24.17582418,0,16.48351648,1.098901099,0,0,0,0,0,1.098901099,0
267260,0,19.51219512,0,4.87804878,1.219512195,6.097560976,0,0,36.58536585,2.43902439,0,23.17073171,2.43902439,3.658536585,0,0,0,0,0,0
266848,0,11.66666667,8.333333333,10,0,3.333333333,1.666666667,11.66666667,26.66666667,0,5,11.66666667,6.666666667,0,0,0,0,0,1.666666667,1.666666667
267183,0,4.790419162,0.598802395,7.784431138,4.790419162,11.9760479,2.395209581,0,31.13772455,0.598802395,0,33.53293413,1.796407186,0.598802395,0,0,0,0,0,0
267185,3.571428571,0,21.42857143,3.571428571,1.785714286,7.142857143,0,17.85714286,8.928571429,16.07142857,0,12.5,3.571428571,1.785714286,0,0,1.785714286,0,0,0
267029,0,3.409090909,3.977272727,7.954545455,4.545454545,0.568181818,1.704545455,1.136363636,23.86363636,0.568181818,3.409090909,44.88636364,3.409090909,0,0.568181818,0,0,0,0,0
267033,0.334448161,3.010033445,4.013377926,18.06020067,10.36789298,2.675585284,1.003344482,1.003344482,18.72909699,1.003344482,6.02006689,31.10367893,1.672240803,0.668896321,0,0,0,0,0.334448161,0
267038,0,4.807692308,1.923076923,4.807692308,4.807692308,8.653846154,0,0.961538462,34.61538462,0.961538462,0,31.73076923,3.846153846,2.884615385,0,0,0,0,0,0
267194,0.409836066,6.557377049,5.737704918,10.6557377,6.557377049,10.6557377,0,0,34.83606557,0.409836066,0.819672131,19.67213115,2.459016393,0.409836066,0,0,0,0,0.819672131,0
267295,2.173913043,20.65217391,3.260869565,4.347826087,1.086956522,7.608695652,3.260869565,2.173913043,27.17391304,7.608695652,2.173913043,11.95652174,2.173913043,3.260869565,0,0,0,0,0,1.086956522
267294,1.327433628,1.327433628,8.849557522,3.539823009,1.327433628,5.752212389,0,0,41.15044248,3.097345133,0.442477876,30.53097345,0,0,0,0,0,0,1.769911504,0.884955752
267299,2.173913043,6.52173913,3.260869565,3.260869565,7.608695652,14.13043478,3.260869565,0,34.7826087,9.782608696,0,13.04347826,1.086956522,0,0,0,0,0,0,1.086956522
267307,0,2.912621359,14.5631068,7.281553398,3.883495146,12.62135922,0.485436893,0.485436893,33.00970874,0.485436893,0,20.87378641,0.970873786,0,0,0,0,0,1.941747573,0.485436893
265045,3.448275862,9.482758621,30.17241379,1.724137931,3.448275862,8.620689655,0,0,2.586206897,3.448275862,0.862068966,32.75862069,0,3.448275862,0,0,0,0,0,0
269350,0,0,9.090909091,0,0,6.818181818,0,0,47.72727273,4.545454545,0,25,4.545454545,0,2.272727273,0,0,0,0,0
267319,3.96039604,11.88118812,11.88118812,5.940594059,2.97029703,3.96039604,3.96039604,0,25.74257426,8.910891089,0,18.81188119,0.99009901,0,0,0,0,0,0.99009901,0
300897,14.39393939,18.18181818,22.72727273,1.515151515,5.303030303,6.060606061,3.787878788,3.787878788,0.757575758,1.515151515,0,13.63636364,0,8.333333333,0,0,0,0,0,0
