id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
303135,0,18.60465116,13.95348837,13.95348837,5.813953488,12.79069767,1.162790698,3.488372093,18.60465116,1.162790698,1.162790698,5.813953488,0,3.488372093,0,0,0,0,0,0
303032,0.689655172,11.03448276,8.275862069,11.72413793,4.137931034,11.03448276,0.689655172,2.068965517,22.06896552,2.068965517,0,23.44827586,0,0,0,0,0,0,1.379310345,1.379310345
304956,0,2.547770701,4.458598726,0.636942675,1.910828025,3.821656051,1.910828025,0,50.95541401,1.27388535,0.636942675,29.93630573,0.636942675,0,1.27388535,0,0,0,0,0
303035,6.306306306,12.61261261,19.81981982,4.504504505,4.504504505,9.90990991,6.306306306,0,5.405405405,7.207207207,0,11.71171171,0,9.90990991,0,0,0.900900901,0,0.900900901,0
302951,1.19760479,10.17964072,5.988023952,7.784431138,2.994011976,3.592814371,0,0,31.13772455,1.796407186,0.598802395,32.33532934,1.19760479,0,0,0,0,0,0,1.19760479
302955,6.547619048,33.92857143,6.547619048,1.19047619,17.26190476,1.785714286,1.19047619,1.19047619,5.357142857,7.142857143,0,10.11904762,0.595238095,5.357142857,0,0,0.595238095,0,0,1.19047619
302957,15.625,1.5625,10.9375,0,0,4.6875,0,1.5625,18.75,14.0625,0,29.6875,1.5625,0,0,0,1.5625,0,0,0
303139,0,4.929577465,21.83098592,5.633802817,3.521126761,9.85915493,1.408450704,0,28.87323944,2.816901408,0,18.30985915,0.704225352,0.704225352,0,0,0,0,1.408450704,0
303046,11.11111111,18.05555556,18.05555556,0,4.166666667,11.11111111,2.777777778,0,5.555555556,5.555555556,1.388888889,16.66666667,1.388888889,4.166666667,0,0,0,0,0,0
303048,8.287292818,9.392265193,8.287292818,5.524861878,2.209944751,11.60220994,1.104972376,0.552486188,31.49171271,2.209944751,0.552486188,17.67955801,0.552486188,0.552486188,0,0,0,0,0,0
303144,1.538461538,7.179487179,13.33333333,17.43589744,2.564102564,5.128205128,1.538461538,1.538461538,28.71794872,2.564102564,0,16.92307692,0,1.538461538,0,0,0,0,0,0
303145,0.420168067,10.92436975,3.361344538,9.243697479,8.403361345,16.38655462,1.680672269,0,13.44537815,0.420168067,3.361344538,27.73109244,2.521008403,1.680672269,0,0,0,0,0.420168067,0
304973,0,3.092783505,2.06185567,5.154639175,3.092783505,4.12371134,0,1.030927835,30.92783505,1.030927835,3.092783505,38.1443299,3.092783505,4.12371134,0,0,0,0,1.030927835,0
302972,1.428571429,5.714285714,14.28571429,14.28571429,0,8.571428571,0,2.857142857,21.42857143,2.857142857,0,28.57142857,0,0,0,0,0,0,0,0
303066,0.917431193,4.587155963,2.752293578,3.669724771,3.669724771,11.9266055,0,0,33.94495413,0.917431193,0,27.52293578,2.752293578,3.669724771,0.917431193,0,0,0,0.917431193,1.834862385
305197,0,0,10.63829787,2.127659574,0,17.0212766,0,0,12.76595745,4.255319149,0,40.42553191,4.255319149,6.382978723,2.127659574,0,0,0,0,0
303216,0.515463918,9.793814433,5.154639175,17.5257732,5.154639175,10.30927835,1.030927835,0,23.71134021,0,2.06185567,20.10309278,3.092783505,0.515463918,0.515463918,0,0,0,0,0.515463918
302861,2,6,2,2,2,2,0,0,34,10,0,34,4,2,0,0,0,0,0,0
301225,3.846153846,1.923076923,15.38461538,3.846153846,1.923076923,11.53846154,3.846153846,21.15384615,5.769230769,28.84615385,0,0,0,0,0,0,1.923076923,0,0,0
303095,0,6.611570248,4.132231405,9.090909091,1.652892562,9.917355372,2.479338843,0.826446281,33.05785124,2.479338843,0.826446281,27.27272727,0.826446281,0,0,0,0,0,0.826446281,0
303174,0,3.921568627,6.862745098,6.862745098,10.78431373,15.68627451,0.980392157,0,39.21568627,0,0,9.803921569,2.941176471,0.980392157,0,0,0,0,1.960784314,0
303100,0.64516129,1.290322581,3.870967742,2.580645161,3.870967742,5.161290323,0,0.64516129,41.93548387,2.580645161,0,33.5483871,1.935483871,0,0.64516129,0,0,0,0.64516129,0.64516129
