id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
267008,0,0,5.263157895,0,5.263157895,0,0,0,5.263157895,0,0,78.94736842,0,0,0,0,5.263157895,0,0,0
267260,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
266848,0,25,0,0,0,12.5,0,0,0,0,0,50,0,0,12.5,0,0,0,0,0
267183,0,0,0,0,0,0,0,0,57.14285714,0,0,28.57142857,0,0,0,0,0,0,14.28571429,0
267185,0,0,33.33333333,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267029,0,4.761904762,4.761904762,4.761904762,4.761904762,0,0,0,14.28571429,0,0,66.66666667,0,0,0,0,0,0,0,0
267033,5.555555556,0,0,0,0,0,0,5.555555556,33.33333333,0,0,50,0,0,0,0,0,0,5.555555556,0
267038,0,8.333333333,0,0,0,0,0,0,8.333333333,0,16.66666667,50,16.66666667,0,0,0,0,0,0,0
267194,0,0,0,0,0,0,0,0,40,0,0,60,0,0,0,0,0,0,0,0
267295,0,0,0,0,0,0,25,0,0,0,0,50,0,0,25,0,0,0,0,0
267294,0,0,0,2.857142857,0,0,0,0,0,0,0,94.28571429,0,0,2.857142857,0,0,0,0,0
267299,6.25,0,12.5,6.25,0,0,6.25,0,0,0,0,68.75,0,0,0,0,0,0,0,0
267307,0,0,0,0,0,0,0,0,31.57894737,0,0,52.63157895,5.263157895,0,0,0,0,0,10.52631579,0
265045,0,0,0,33.33333333,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0
269350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267319,0,0,0,0,0,0,0,0,20,0,0,60,20,0,0,0,0,0,0,0
300897,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303135,0,0,0,0,0,0,0,0,57.14285714,0,0,28.57142857,0,0,0,0,0,0,14.28571429,0
303032,3.125,0,0,3.125,0,0,0,0,50,0,3.125,34.375,0,0,0,0,0,0,6.25,0
304956,0,0,0,7.142857143,7.142857143,21.42857143,0,0,7.142857143,7.142857143,0,14.28571429,7.142857143,0,0,0,28.57142857,0,0,0
303035,0,25,0,50,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
302951,0,0,0,11.53846154,3.846153846,0,0,0,11.53846154,0,0,65.38461538,0,3.846153846,0,0,0,0,3.846153846,0
302955,0,22.22222222,0,0,11.11111111,0,11.11111111,11.11111111,0,0,0,33.33333333,0,0,0,0,0,0,11.11111111,0
302957,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0
303139,0,0,0,0,0,0,0,0,15.38461538,0,0,69.23076923,0,0,0,0,0,0,15.38461538,0
303046,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303048,0,0,0,20,0,0,0,0,20,0,0,60,0,0,0,0,0,0,0,0
303144,0,0,0,0,0,0,0,0,38.46153846,7.692307692,0,53.84615385,0,0,0,0,0,0,0,0
303145,0,6.666666667,0,13.33333333,0,20,0,0,6.666666667,0,0,40,0,6.666666667,0,0,0,0,6.666666667,0
304973,0,7.142857143,0,0,0,0,0,0,0,14.28571429,0,78.57142857,0,0,0,0,0,0,0,0
302972,0,0,0,0,0,0,0,0,0,14.28571429,0,85.71428571,0,0,0,0,0,0,0,0
303066,0,0,0,0,0,0,0,0,83.33333333,0,0,16.66666667,0,0,0,0,0,0,0,0
305197,0,0,0,0,0,16.66666667,0,0,25,0,0,50,0,0,0,0,0,0,8.333333333,0
303216,0,0,0,25,0,0,0,0,41.66666667,0,0,33.33333333,0,0,0,0,0,0,0,0
302861,0,0,0,0,0,0,0,0,10,0,10,80,0,0,0,0,0,0,0,0
301225,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
303095,0,0,0,7.692307692,7.692307692,0,0,0,0,7.692307692,0,61.53846154,15.38461538,0,0,0,0,0,0,0
303174,0,0,0,16.66666667,0,0,0,0,16.66666667,0,0,50,16.66666667,0,0,0,0,0,0,0
303100,0,0,0,7.142857143,0,0,0,0,42.85714286,0,0,35.71428571,0,14.28571429,0,0,0,0,0,0
