,pop_name,s,params,target_angle,recurrent,binsize
1,i5Pvalb,52.64874774387831,[ 0.48889509 11.68877283  0.56086348],60,w/ recurrent,10
2,i5Sst,55.06380998247395,[ 0.73900096 10.68593417  0.23577641],60,w/ recurrent,10
0,e5ET,64.42929126455954,[0.54777308 7.80509695 0.47793394],75,w/o recurrent,10
1,i5Pvalb,62.83049739075541,[0.40021191 8.20737004 0.60436236],75,w/o recurrent,10
2,i5Sst,55.434918092127795,[ 0.7268158  10.54333947  0.32013254],75,w/o recurrent,10
0,e5ET,63.53174493211556,[0.72198074 8.02718816 0.26756709],75,w/ recurrent,10
1,i5Pvalb,55.56399840401073,[ 0.49056355 10.49441006  0.51786999],75,w/ recurrent,10
2,i5Sst,55.03882788256482,[ 0.77047686 10.69563706  0.26396565],75,w/ recurrent,10
0,e5ET,63.407273424286316,[0.51327438 8.0587346  0.45086357],90,w/o recurrent,10
1,i5Pvalb,63.42381102393586,[0.39816792 8.05453256 0.60524802],90,w/o recurrent,10
2,i5Sst,57.02444772844062,[0.7972394  9.96375028 0.33982327],90,w/o recurrent,10
0,e5ET,61.95126202644045,[0.66866599 8.4419873  0.25032474],90,w/ recurrent,10
1,i5Pvalb,56.279961565272686,[ 0.46793667 10.22910004  0.47006386],90,w/ recurrent,10
2,i5Sst,56.296585780901644,[ 0.88449347 10.22305968  0.29387853],90,w/ recurrent,10
0,e5ET,62.47232026367052,[0.52822397 8.30175166 0.46440646],105,w/o recurrent,10
1,i5Pvalb,63.900171070028726,[0.40770085 7.93489106 0.61962007],105,w/o recurrent,10
2,i5Sst,60.090296812162634,[0.66417835 8.97297199 0.28132319],105,w/o recurrent,10
0,e5ET,59.744953647785785,[0.69904558 9.07700455 0.26374178],105,w/ recurrent,10
1,i5Pvalb,54.767679439440805,[ 0.59456155 10.80180494  0.57981298],105,w/ recurrent,10
2,i5Sst,60.21118797813978,[0.69027728 8.93697655 0.22307818],105,w/ recurrent,10
0,e5ET,61.70094057640185,[0.53479267 8.51062473 0.4693398 ],120,w/o recurrent,10
1,i5Pvalb,62.48580609908515,[0.41621888 8.29816864 0.63622327],120,w/o recurrent,10
2,i5Sst,61.57605077215862,[0.78357675 8.54518259 0.31912407],120,w/o recurrent,10
0,e5ET,57.1272150614656,[0.73517284 9.92793453 0.29988916],120,w/ recurrent,10
1,i5Pvalb,59.08982792644956,[0.46955523 9.27939281 0.45651789],120,w/ recurrent,10
2,i5Sst,61.17498561323793,[0.79429723 8.65759485 0.23999253],120,w/ recurrent,10
0,e5ET,60.76327315778174,[0.54948969 8.7753145  0.4833185 ],135,w/o recurrent,10
1,i5Pvalb,59.442448069567135,[0.36174711 9.16962629 0.56042296],135,w/o recurrent,10
2,i5Sst,59.75240774514257,[0.76484597 9.07473998 0.32759529],135,w/o recurrent,10
0,e5ET,54.31567529460007,[ 0.68214023 10.9823339   0.29420005],135,w/ recurrent,10
1,i5Pvalb,55.86923286228736,[ 0.51661664 10.38005355  0.49106334],135,w/ recurrent,10
2,i5Sst,60.40929677775665,[0.8220601  8.87845606 0.27195687],135,w/ recurrent,10
0,e5ET,60.88820062718812,[0.55198234 8.7393419  0.48931412],150,w/o recurrent,10
1,i5Pvalb,56.74855828568771,[ 0.40729509 10.06086554  0.64846618],150,w/o recurrent,10
2,i5Sst,59.65935067305729,[0.7081069  9.10307175 0.30655893],150,w/o recurrent,10
0,e5ET,54.53685545539206,[ 0.72258027 10.89343443  0.31299458],150,w/ recurrent,10
1,i5Pvalb,58.956350180719475,[0.51384797 9.32145765 0.48618141],150,w/ recurrent,10
2,i5Sst,60.05830925327697,[0.76771009 8.98253269 0.25586738],150,w/ recurrent,10
0,e5ET,60.47064112240999,[0.52367219 8.86045173 0.45956345],165,w/o recurrent,10
1,i5Pvalb,56.72033704833326,[ 0.35700828 10.07087961  0.5711394 ],165,w/o recurrent,10
2,i5Sst,55.55916729214763,[ 0.71724182 10.49623521  0.31807123],165,w/o recurrent,10
0,e5ET,53.518790497870796,[ 0.65903159 11.31181855  0.29293874],165,w/ recurrent,10
1,i5Pvalb,62.25818572671441,[0.52586006 8.35895695 0.45235621],165,w/ recurrent,10
2,i5Sst,56.244618700686814,[ 0.77600244 10.24195955  0.27362923],165,w/ recurrent,10
0,e5ET,61.6567517491058,[0.52523844 8.52282808 0.46211212],180,w/o recurrent,10
1,i5Pvalb,58.41645303789152,[0.39667333 9.49455562 0.63157318],180,w/o recurrent,10
2,i5Sst,55.0498283751674,[0.68386756 9.53643173 0.30384092],180,w/o recurrent,10
0,e5ET,52.8983303096888,[ 0.68723602 11.57873413  0.32176337],180,w/ recurrent,10
1,i5Pvalb,60.4787647984881,[0.56441514 8.85807157 0.56481991],180,w/ recurrent,10
2,i5Sst,55.64952491282194,[0.70956864 9.33200409 0.25731569],180,w/ recurrent,10
0,e5ET,62.18568189448282,[0.54274273 8.37846015 0.47513964],195,w/o recurrent,10
1,i5Pvalb,59.8981779171093,[0.39921507 9.03062456 0.63686755],195,w/o recurrent,10
2,i5Sst,57.35587315293487,[0.76351182 9.84893382 0.3218299 ],195,w/o recurrent,10
0,e5ET,55.32224206980702,[ 0.70610742 10.5863309   0.33054398],195,w/ recurrent,10
1,i5Pvalb,61.13009540226231,[0.59922088 8.67031474 0.56957508],195,w/ recurrent,10
2,i5Sst,55.61406266636723,[ 0.79323579 10.47552425  0.27906853],195,w/ recurrent,10
0,e5ET,63.734360454753755,[0.52849854 7.97623142 0.45629406],210,w/o recurrent,10
1,i5Pvalb,60.69398614211265,[0.38781937 8.79536137 0.63815182],210,w/o recurrent,10
2,i5Sst,58.70759459047049,[0.73053832 9.40061869 0.29789783],210,w/o recurrent,10
0,e5ET,56.600482803224686,[ 0.66458209 10.11357591  0.31379987],210,w/ recurrent,10
1,i5Pvalb,57.40429802745478,[0.53370784 9.83232418 0.5720046 ],210,w/ recurrent,10
2,i5Sst,57.33623848423142,[0.76358354 9.85568046 0.2666787 ],210,w/ recurrent,10
0,e5ET,64.73869396035136,[0.54450163 7.73067014 0.45974206],225,w/o recurrent,10
1,i5Pvalb,58.92175641084386,[0.39387219 9.33240637 0.64278375],225,w/o recurrent,10
2,i5Sst,59.15696769190968,[0.86295859 9.25834161 0.35843058],225,w/o recurrent,10
0,e5ET,61.35884942774352,[0.66115809 8.60578706 0.30123005],225,w/ recurrent,10
1,i5Pvalb,52.59553720509799,[ 0.47524805 11.7124357   0.51688429],225,w/ recurrent,10
2,i5Sst,57.99554532347938,[0.93917658 9.63287084 0.32565112],225,w/ recurrent,10
0,e5ET,64.19962352193076,[0.55268948 7.86104075 0.47380749],240,w/o recurrent,10
1,i5Pvalb,58.22408305570077,[0.37697735 9.5573985  0.62030407],240,w/o recurrent,10
2,i5Sst,58.27634630707049,[0.69484526 9.54026371 0.29282238],240,w/o recurrent,10
0,e5ET,62.970001793219005,[0.69875836 8.17104494 0.31155141],240,w/ recurrent,10
1,i5Pvalb,53.79331833701513,[ 0.42004804 11.19665611  0.47559584],240,w/ recurrent,10
2,i5Sst,58.50639446112508,[0.68632733 9.46538624 0.24696282],240,w/ recurrent,10
0,e5ET,63.020045847246024,[0.51882059 8.15807288 0.4537855 ],255,w/o recurrent,10
1,i5Pvalb,56.8894848670446,[ 0.38343586 10.01108175  0.63026484],255,w/o recurrent,10
2,i5Sst,58.67761917696304,[0.6332909  9.41022574 0.26291476],255,w/o recurrent,10
0,e5ET,61.15801523374451,[0.65171039 8.66240021 0.30840727],255,w/ recurrent,10
1,i5Pvalb,49.193802495656975,[ 0.59903795 13.38826265  0.68214256],255,w/ recurrent,10
2,i5Sst,59.052965902320615,[0.67379894 9.29098119 0.23164434],255,w/ recurrent,10
0,e5ET,62.29249648457087,[0.50669377 8.34975125 0.45028232],270,w/o recurrent,10
1,i5Pvalb,56.62464614072422,[ 0.37282661 10.10494626  0.61628007],270,w/o recurrent,10
2,i5Sst,59.47554673227599,[0.68617826 9.15942317 0.28342015],270,w/o recurrent,10
0,e5ET,60.916964217685404,[0.68162406 8.73109082 0.32169335],270,w/ recurrent,10
1,i5Pvalb,51.11438710253502,[ 0.45384067 12.40105675  0.53040379],270,w/ recurrent,10
2,i5Sst,60.2178516377132,[0.74872432 8.93499874 0.25785925],270,w/ recurrent,10
0,e5ET,61.98104855481427,[0.52391327 8.43387523 0.46892145],285,w/o recurrent,10
1,i5Pvalb,59.128485285806406,[0.37200051 9.26726331 0.59465473],285,w/o recurrent,10
2,i5Sst,60.94236895594359,[0.75199103 8.72381297 0.29022144],285,w/o recurrent,10
0,e5ET,57.863575245920856,[0.71525436 9.67686054 0.34609336],285,w/ recurrent,10
1,i5Pvalb,53.10761561978013,[ 0.42793299 11.48765551  0.47949566],285,w/ recurrent,10
2,i5Sst,62.09997764252067,[0.79813298 8.40160235 0.25152841],285,w/ recurrent,10
0,e5ET,62.09212644471918,[0.55208056 8.40372716 0.48870491],300,w/o recurrent,10
1,i5Pvalb,60.4479503921369,[0.39975071 8.86710499 0.63432345],300,w/o recurrent,10
2,i5Sst,60.064738874105515,[0.68291447 8.98060973 0.26733031],300,w/o recurrent,10
0,e5ET,56.46903930872588,[ 0.67047201 10.16071364  0.33513933],300,w/ recurrent,10
1,i5Pvalb,50.835066194672,[ 0.50005915 12.53771009  0.58266449],300,w/ recurrent,10
2,i5Sst,60.969831588086954,[0.7305106 8.7159558 0.2453526],300,w/ recurrent,10
0,e5ET,62.29559192854854,[0.53648469 8.34892148 0.47642755],315,w/o recurrent,10
1,i5Pvalb,62.04502945011778,[0.40347272 8.41649016 0.63405132],315,w/o recurrent,10
2,i5Sst,56.40129920973352,[ 0.73645402 10.1851351   0.28740691],315,w/o recurrent,10
0,e5ET,52.86890950941601,[ 0.59179585 11.59162452  0.30387763],315,w/ recurrent,10
1,i5Pvalb,54.51189596694393,[ 0.44862494 10.90341232  0.54194862],315,w/ recurrent,10
2,i5Sst,56.91793014187281,[ 0.76097983 10.00107798  0.24488727],315,w/ recurrent,10
0,e5ET,61.48928514220347,[0.51940789 8.56931529 0.46083991],330,w/o recurrent,10
1,i5Pvalb,59.75413396841941,[0.37631743 9.07421568 0.59847704],330,w/o recurrent,10
2,i5Sst,55.7201970727334,[ 0.64209781 10.43565523  0.25504541],330,w/o recurrent,10
0,e5ET,50.95533770729709,[ 0.64748937 12.47859362  0.34429891],330,w/ recurrent,10
1,i5Pvalb,52.147735956446326,[ 0.46285405 11.91445262  0.55490279],330,w/ recurrent,10
2,i5Sst,55.42614990044181,[ 0.64961755 10.54667556  0.22755661],330,w/ recurrent,10
0,e5ET,61.11797417420591,[0.52501514 8.67375416 0.47500885],345,w/o recurrent,10
1,i5Pvalb,59.149527372616284,[0.39089563 9.26067094 0.61031082],345,w/o recurrent,10
2,i5Sst,53.18345956058641,[ 0.70465593 11.45491421  0.28070508],345,w/o recurrent,10
0,e5ET,50.83091467661539,[ 0.64828631 12.53975816  0.34606737],345,w/ recurrent,10
1,i5Pvalb,56.605486476828666,[ 0.55052551 10.111788    0.63254641],345,w/ recurrent,10
2,i5Sst,52.304842855786255,[ 0.71366615 11.84298576  0.24229753],345,w/ recurrent,10
