,pop_name,peak_freq,FWHM,recurrent,target_angle
2,i5Sst,18.0,34.894594068568644,w/o recurrent,195
0,e5ET,16.0,18.210427115271447,w/ recurrent,195
1,i5Pvalb,40.0,40.164761281084964,w/ recurrent,195
2,i5Sst,16.0,32.92040562506432,w/ recurrent,195
0,e5ET,18.0,9.121338156673216,w/o recurrent,210
1,i5Pvalb,24.0,37.75350050483821,w/o recurrent,210
2,i5Sst,18.0,35.887288685538785,w/o recurrent,210
0,e5ET,16.0,17.08316352202914,w/ recurrent,210
1,i5Pvalb,40.0,39.66026268823994,w/ recurrent,210
2,i5Sst,16.0,15.335106914895375,w/ recurrent,210
0,e5ET,16.0,9.36694666245493,w/o recurrent,225
1,i5Pvalb,20.0,33.503736080251684,w/o recurrent,225
2,i5Sst,18.0,27.268548277680303,w/o recurrent,225
0,e5ET,16.0,16.504937330629346,w/ recurrent,225
1,i5Pvalb,40.0,53.47649123070632,w/ recurrent,225
2,i5Sst,16.0,22.50236135313319,w/ recurrent,225
0,e5ET,16.0,13.501764128744377,w/o recurrent,240
1,i5Pvalb,20.0,37.07234277883224,w/o recurrent,240
2,i5Sst,16.0,21.880266328139967,w/o recurrent,240
0,e5ET,18.0,19.878178750901874,w/ recurrent,240
1,i5Pvalb,40.0,38.13988359922682,w/ recurrent,240
2,i5Sst,16.0,22.086940459811984,w/ recurrent,240
0,e5ET,16.0,9.946298820033926,w/o recurrent,255
1,i5Pvalb,20.0,36.29638341821386,w/o recurrent,255
2,i5Sst,16.0,20.608979844351946,w/o recurrent,255
0,e5ET,16.0,18.251478815378476,w/ recurrent,255
1,i5Pvalb,40.0,30.485686736494465,w/ recurrent,255
2,i5Sst,16.0,18.413774067154467,w/ recurrent,255
0,e5ET,16.0,16.31600773788181,w/o recurrent,270
1,i5Pvalb,28.0,36.870126175494924,w/o recurrent,270
2,i5Sst,18.0,26.242595756808697,w/o recurrent,270
0,e5ET,16.0,19.732303093431327,w/ recurrent,270
1,i5Pvalb,42.0,52.9916845092915,w/ recurrent,270
2,i5Sst,16.0,19.857218737125695,w/ recurrent,270
0,e5ET,18.0,13.077324787393506,w/o recurrent,285
1,i5Pvalb,28.0,38.75305809940654,w/o recurrent,285
2,i5Sst,18.0,25.825657260042757,w/o recurrent,285
0,e5ET,16.0,17.601160181169107,w/ recurrent,285
1,i5Pvalb,50.0,52.680361080059775,w/ recurrent,285
2,i5Sst,16.0,20.330481061571973,w/ recurrent,285
0,e5ET,18.0,12.066866751644252,w/o recurrent,300
1,i5Pvalb,20.0,37.81656256641284,w/o recurrent,300
2,i5Sst,18.0,27.294762577393037,w/o recurrent,300
0,e5ET,18.0,20.058059580116435,w/ recurrent,300
1,i5Pvalb,20.0,80.42167590047049,w/ recurrent,300
2,i5Sst,16.0,21.915213018462858,w/ recurrent,300
0,e5ET,16.0,15.429924535273576,w/o recurrent,315
1,i5Pvalb,20.0,37.829222166966304,w/o recurrent,315
2,i5Sst,16.0,28.18146789626369,w/o recurrent,315
0,e5ET,16.0,28.84599640661216,w/ recurrent,315
1,i5Pvalb,42.0,21.396611181451625,w/ recurrent,315
2,i5Sst,16.0,25.389228738616552,w/ recurrent,315
0,e5ET,16.0,9.846973406567122,w/o recurrent,330
1,i5Pvalb,20.0,40.01104184425998,w/o recurrent,330
2,i5Sst,16.0,27.791292468855993,w/o recurrent,330
0,e5ET,20.0,20.320683498234885,w/ recurrent,330
1,i5Pvalb,62.0,51.10157315248702,w/ recurrent,330
2,i5Sst,16.0,20.164293215017075,w/ recurrent,330
0,e5ET,16.0,9.246012347038807,w/o recurrent,345
1,i5Pvalb,20.0,39.96993037502362,w/o recurrent,345
2,i5Sst,16.0,24.687414619823027,w/o recurrent,345
0,e5ET,16.0,19.841352146965797,w/ recurrent,345
1,i5Pvalb,42.0,30.899046763404673,w/ recurrent,345
2,i5Sst,16.0,20.540730255731113,w/ recurrent,345
