,target_model_id,target_label,source_label,weight_max,delay,params_file,PSP_scale_factor,lognorm_shape,lognorm_scale,synphys_mean
0,484509440,e23Cux2,e23Cux2,1.19047619047615,1.6,e23_to_e23.json,0.07399999999999807,0.781140619091607,0.390889002620308,0.522461156232853
1,486262299,e23Cux2,e23Cux2,2.94117647058894,1.6,e23_to_e23.json,0.0309999999999917,0.781140619091607,0.390889002620308,0.522461156232853
2,486753754,e23Cux2,e23Cux2,1.03092783505146,1.6,e23_to_e23.json,0.09100000000000819,0.781140619091607,0.390889002620308,0.522461156232853
3,489751692,e23Cux2,e23Cux2,0.877192982456107,1.6,e23_to_e23.json,0.10500000000000398,0.781140619091607,0.390889002620308,0.522461156232853
4,490376252,e23Cux2,e23Cux2,1.14942528735628,1.6,e23_to_e23.json,0.07800000000000296,0.781140619091607,0.390889002620308,0.522461156232853
5,505512874,e23Cux2,e23Cux2,1.51515151515146,1.6,e23_to_e23.json,0.06200000000001182,0.781140619091607,0.390889002620308,0.522461156232853
6,513510227,e23Cux2,e23Cux2,2.85714285714314,1.6,e23_to_e23.json,0.03100000000000591,0.781140619091607,0.390889002620308,0.522461156232853
7,484509440,e23Cux2,e4Nr5a1,1.78571428571422,2.3,e4_to_e23.json,0.07399999999999807,0.608249525511695,0.344252143477436,0.42136838570849
8,486262299,e23Cux2,e4Nr5a1,4.41176470588341,2.3,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
9,486753754,e23Cux2,e4Nr5a1,1.54639175257719,2.3,e4_to_e23.json,0.09100000000000819,0.608249525511695,0.344252143477436,0.42136838570849
10,489751692,e23Cux2,e4Nr5a1,1.31578947368416,2.3,e4_to_e23.json,0.10500000000000398,0.608249525511695,0.344252143477436,0.42136838570849
11,490376252,e23Cux2,e4Nr5a1,1.72413793103442,2.3,e4_to_e23.json,0.07800000000000296,0.608249525511695,0.344252143477436,0.42136838570849
12,505512874,e23Cux2,e4Nr5a1,2.27272727272719,2.3,e4_to_e23.json,0.06200000000001182,0.608249525511695,0.344252143477436,0.42136838570849
13,513510227,e23Cux2,e4Nr5a1,4.2857142857147,2.3,e4_to_e23.json,0.03100000000000591,0.608249525511695,0.344252143477436,0.42136838570849
14,484509440,e23Cux2,e4other,1.78571428571422,2.3,e4_to_e23.json,0.07399999999999807,0.608249525511695,0.344252143477436,0.42136838570849
15,486262299,e23Cux2,e4other,4.41176470588341,2.3,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
16,486753754,e23Cux2,e4other,1.54639175257719,2.3,e4_to_e23.json,0.09100000000000819,0.608249525511695,0.344252143477436,0.42136838570849
17,489751692,e23Cux2,e4other,1.31578947368416,2.3,e4_to_e23.json,0.10500000000000398,0.608249525511695,0.344252143477436,0.42136838570849
18,490376252,e23Cux2,e4other,1.72413793103442,2.3,e4_to_e23.json,0.07800000000000296,0.608249525511695,0.344252143477436,0.42136838570849
19,505512874,e23Cux2,e4other,2.27272727272719,2.3,e4_to_e23.json,0.06200000000001182,0.608249525511695,0.344252143477436,0.42136838570849
20,513510227,e23Cux2,e4other,4.2857142857147,2.3,e4_to_e23.json,0.03100000000000591,0.608249525511695,0.344252143477436,0.42136838570849
21,484509440,e23Cux2,e4Rorb,1.78571428571422,2.3,e4_to_e23.json,0.07399999999999807,0.608249525511695,0.344252143477436,0.42136838570849
22,486262299,e23Cux2,e4Rorb,4.41176470588341,2.3,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
23,486753754,e23Cux2,e4Rorb,1.54639175257719,2.3,e4_to_e23.json,0.09100000000000819,0.608249525511695,0.344252143477436,0.42136838570849
