,pop_name,peak_freq,FWHM,recurrent,target_angle
1,i5Pvalb,20.0,38.81600647954825,w/o recurrent,270
2,i5Sst,16.0,25.34559075207227,w/o recurrent,270
0,e5ET,34.0,31.098332380733734,w/ recurrent,270
1,i5Pvalb,42.0,28.972498525569762,w/ recurrent,270
2,i5Sst,24.0,25.727894540110604,w/ recurrent,270
0,e5ET,16.0,12.94884246422885,w/o recurrent,285
1,i5Pvalb,20.0,39.3996185673077,w/o recurrent,285
2,i5Sst,16.0,25.903132511550005,w/o recurrent,285
0,e5ET,28.0,31.65494780445398,w/ recurrent,285
1,i5Pvalb,28.0,36.153252665133934,w/ recurrent,285
2,i5Sst,16.0,36.82980411509335,w/ recurrent,285
0,e5ET,18.0,14.495342804131916,w/o recurrent,300
1,i5Pvalb,18.0,35.22239904662256,w/o recurrent,300
2,i5Sst,20.0,26.189885359084315,w/o recurrent,300
0,e5ET,42.0,30.295789377160215,w/ recurrent,300
1,i5Pvalb,42.0,35.4898018452312,w/ recurrent,300
2,i5Sst,24.0,42.443031769389115,w/ recurrent,300
0,e5ET,18.0,13.474814571444742,w/o recurrent,315
1,i5Pvalb,20.0,39.077388410748554,w/o recurrent,315
2,i5Sst,18.0,27.08301969141787,w/o recurrent,315
0,e5ET,36.0,36.72287820264961,w/ recurrent,315
1,i5Pvalb,40.0,32.856903380364415,w/ recurrent,315
2,i5Sst,24.0,25.045490585553086,w/ recurrent,315
0,e5ET,16.0,14.459348646100166,w/o recurrent,330
1,i5Pvalb,20.0,39.83953843340832,w/o recurrent,330
2,i5Sst,18.0,27.38158234118463,w/o recurrent,330
0,e5ET,36.0,32.538285448236294,w/ recurrent,330
1,i5Pvalb,40.0,32.8192288007493,w/ recurrent,330
2,i5Sst,24.0,39.06957943695991,w/ recurrent,330
0,e5ET,18.0,12.240827958927197,w/o recurrent,345
1,i5Pvalb,20.0,28.19560950493488,w/o recurrent,345
2,i5Sst,16.0,26.28504455352357,w/o recurrent,345
0,e5ET,40.0,30.556749175017515,w/ recurrent,345
1,i5Pvalb,42.0,31.810906661187424,w/ recurrent,345
2,i5Sst,24.0,34.08874065613083,w/ recurrent,345
