edge_type_id target_query source_query delay weight_function dynamics_params model_template syn_weight
100 node_type_id=='485574832' * 1.0 weight_function_bkg exc_to_e5et.json static_synapse 17.01717059124756
101 node_type_id=='485838981' * 1.0 weight_function_bkg exc_to_e5et.json static_synapse 14.080725902526856
102 node_type_id=='486111903' * 1.0 weight_function_bkg exc_to_e5et.json static_synapse 18.58958936004639
103 node_type_id=='488679042' * 1.0 weight_function_bkg exc_to_e5et.json static_synapse 16.364758888229375
104 node_type_id=='488680917' * 1.0 weight_function_bkg exc_to_e5et.json static_synapse 12.944037635925294
105 node_type_id=='488683425' * 1.0 weight_function_bkg exc_to_e5et.json static_synapse 10.453979901901247
106 node_type_id=='313861608' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 44.23125
107 node_type_id=='318556138' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 18.1125
108 node_type_id=='320455763' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 24.478125
109 node_type_id=='469801569' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 42.525
110 node_type_id=='478949560' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 26.446875
111 node_type_id=='480952106' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 27.825000000000003
112 node_type_id=='481093525' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 46.4625
113 node_type_id=='484742372' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 29.4
114 node_type_id=='487400838' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 23.23125
115 node_type_id=='487594856' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 29.53125
116 node_type_id=='488440436' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 25.200000000000003
117 node_type_id=='515305346' * 1.0 weight_function_bkg exc_to_pv.json static_synapse 31.63125
118 node_type_id=='313862134' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 11.205437858220881
119 node_type_id=='328015342' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 15.699926669485295
120 node_type_id=='328031983' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 13.175624734391581
121 node_type_id=='329224678' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 23.703810853928776
122 node_type_id=='329254830' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 21.97989733727941
123 node_type_id=='464212183' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 12.036610446605392
124 node_type_id=='473011949' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 23.0265591152451
125 node_type_id=='473593847' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 20.871667219433398
126 node_type_id=='475057898' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 13.267977244212084
127 node_type_id=='475542907' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 22.87263826554426
128 node_type_id=='475580568' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 13.421898093912924
129 node_type_id=='482690728' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 10.004855230554357
130 node_type_id=='485058595' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 9.543092681451846
131 node_type_id=='485455285' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 30.291623221124564
132 node_type_id=='486352114' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 13.421898093912924
133 node_type_id=='490173806' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 15.268948290322955
134 node_type_id=='491029832' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 14.776401571280276
135 node_type_id=='491030723' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 17.977955245057668
136 node_type_id=='497560724' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 33.000630175859285
137 node_type_id=='501730497' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 10.251128590075693
138 node_type_id=='526785742' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 19.763437101587368
139 node_type_id=='575637715' * 1.0 weight_function_bkg exc_to_sst.json static_synapse 22.964990775364768
