,pop_name,peak_freq,FWHM,recurrent,target_angle
1,i5Pvalb,36.0,28.582731367560058,w/ recurrent,180
2,i5Sst,18.0,30.48233662352902,w/ recurrent,180
0,e5ET,18.0,9.36661461934719,w/o recurrent,195
1,i5Pvalb,20.0,37.80889803971175,w/o recurrent,195
2,i5Sst,8.0,35.650012282285765,w/o recurrent,195
0,e5ET,36.0,30.114726362278027,w/ recurrent,195
1,i5Pvalb,38.0,32.54200601671066,w/ recurrent,195
2,i5Sst,24.0,39.421679769826916,w/ recurrent,195
0,e5ET,18.0,12.894702452765925,w/o recurrent,210
1,i5Pvalb,24.0,37.75350050483821,w/o recurrent,210
2,i5Sst,18.0,26.76995848009716,w/o recurrent,210
0,e5ET,36.0,32.42415784271317,w/ recurrent,210
1,i5Pvalb,32.0,63.49495426047079,w/ recurrent,210
2,i5Sst,18.0,30.556584206257906,w/ recurrent,210
0,e5ET,18.0,9.371483410503913,w/o recurrent,225
1,i5Pvalb,20.0,33.503736080251684,w/o recurrent,225
2,i5Sst,16.0,22.427805480324526,w/o recurrent,225
0,e5ET,24.0,37.889005908866764,w/ recurrent,225
1,i5Pvalb,40.0,40.083835066102566,w/ recurrent,225
2,i5Sst,18.0,23.056869234211177,w/ recurrent,225
0,e5ET,18.0,9.031101036782118,w/o recurrent,240
1,i5Pvalb,20.0,37.07234277883224,w/o recurrent,240
2,i5Sst,16.0,25.31225242553798,w/o recurrent,240
0,e5ET,36.0,39.94024397333851,w/ recurrent,240
1,i5Pvalb,40.0,38.10210374036006,w/ recurrent,240
2,i5Sst,18.0,20.903270450515777,w/ recurrent,240
0,e5ET,18.0,9.63760673362868,w/o recurrent,255
1,i5Pvalb,20.0,36.29638341821386,w/o recurrent,255
2,i5Sst,16.0,20.69877260509755,w/o recurrent,255
0,e5ET,36.0,42.13725589755816,w/ recurrent,255
1,i5Pvalb,40.0,34.9104026412412,w/ recurrent,255
2,i5Sst,24.0,22.03188270725434,w/ recurrent,255
0,e5ET,18.0,12.843186829297546,w/o recurrent,270
1,i5Pvalb,28.0,36.870126175494924,w/o recurrent,270
2,i5Sst,24.0,26.21611438532939,w/o recurrent,270
0,e5ET,36.0,9.781361389975281,w/ recurrent,270
1,i5Pvalb,40.0,36.96670824360346,w/ recurrent,270
2,i5Sst,24.0,22.208332259484372,w/ recurrent,270
0,e5ET,16.0,13.862415036668528,w/o recurrent,285
1,i5Pvalb,28.0,38.75305809940654,w/o recurrent,285
2,i5Sst,18.0,20.774851009457194,w/o recurrent,285
0,e5ET,36.0,42.200971329545126,w/ recurrent,285
1,i5Pvalb,32.0,36.4423802994775,w/ recurrent,285
2,i5Sst,16.0,19.17665645098471,w/ recurrent,285
0,e5ET,18.0,13.670071883724544,w/o recurrent,300
1,i5Pvalb,20.0,37.81656256641284,w/o recurrent,300
2,i5Sst,16.0,32.69520484390981,w/o recurrent,300
0,e5ET,36.0,37.27727435584961,w/ recurrent,300
1,i5Pvalb,40.0,21.73605016758825,w/ recurrent,300
2,i5Sst,16.0,36.303291619725044,w/ recurrent,300
0,e5ET,18.0,13.248122354805025,w/o recurrent,315
1,i5Pvalb,20.0,37.829222166966304,w/o recurrent,315
2,i5Sst,18.0,27.48522592128414,w/o recurrent,315
0,e5ET,34.0,13.50736598445684,w/ recurrent,315
1,i5Pvalb,40.0,32.564777818992084,w/ recurrent,315
2,i5Sst,16.0,40.284658261472245,w/ recurrent,315
0,e5ET,16.0,9.661191902416215,w/o recurrent,330
1,i5Pvalb,20.0,40.01104184425998,w/o recurrent,330
2,i5Sst,16.0,25.527726478773804,w/o recurrent,330
0,e5ET,36.0,13.588225225209058,w/ recurrent,330
1,i5Pvalb,42.0,34.912586556861456,w/ recurrent,330
2,i5Sst,16.0,17.00067125212486,w/ recurrent,330
0,e5ET,18.0,13.318300616860405,w/o recurrent,345
1,i5Pvalb,20.0,39.96993037502362,w/o recurrent,345
2,i5Sst,16.0,26.71161652737618,w/o recurrent,345
0,e5ET,36.0,34.83036547183791,w/ recurrent,345
1,i5Pvalb,40.0,47.00876150948231,w/ recurrent,345
2,i5Sst,24.0,16.37546445669493,w/ recurrent,345
