,pop_name,peak_freq,FWHM,recurrent,target_angle
2,i5Sst,8.0,27.346426662894743,w/o recurrent,165
0,e5ET,24.0,34.47371202813135,w/ recurrent,165
1,i5Pvalb,36.0,38.5604639523697,w/ recurrent,165
2,i5Sst,16.0,29.789810695749743,w/ recurrent,165
0,e5ET,16.0,16.48024566152121,w/o recurrent,180
1,i5Pvalb,20.0,37.08045199280292,w/o recurrent,180
2,i5Sst,8.0,35.00364231887335,w/o recurrent,180
0,e5ET,18.0,16.61303637401822,w/ recurrent,180
1,i5Pvalb,42.0,74.636277373802,w/ recurrent,180
2,i5Sst,16.0,37.333950258819854,w/ recurrent,180
0,e5ET,18.0,15.44185789827461,w/o recurrent,195
1,i5Pvalb,20.0,37.80889803971175,w/o recurrent,195
2,i5Sst,16.0,35.13811627222456,w/o recurrent,195
0,e5ET,18.0,17.262358145822674,w/ recurrent,195
1,i5Pvalb,44.0,52.82852595565046,w/ recurrent,195
2,i5Sst,18.0,21.583005887467642,w/ recurrent,195
0,e5ET,18.0,9.240609146107145,w/o recurrent,210
1,i5Pvalb,24.0,37.75350050483821,w/o recurrent,210
2,i5Sst,18.0,36.57267566415778,w/o recurrent,210
0,e5ET,18.0,28.360328705722395,w/ recurrent,210
1,i5Pvalb,36.0,41.21071524596477,w/ recurrent,210
2,i5Sst,18.0,22.13576497156042,w/ recurrent,210
0,e5ET,16.0,8.947348867268861,w/o recurrent,225
1,i5Pvalb,20.0,33.503736080251684,w/o recurrent,225
2,i5Sst,18.0,27.27287237572303,w/o recurrent,225
0,e5ET,18.0,32.58125311932992,w/ recurrent,225
1,i5Pvalb,36.0,42.096936306441506,w/ recurrent,225
2,i5Sst,16.0,31.82378083338942,w/ recurrent,225
0,e5ET,16.0,10.450811916192555,w/o recurrent,240
1,i5Pvalb,20.0,37.07234277883224,w/o recurrent,240
2,i5Sst,16.0,15.92722789464894,w/o recurrent,240
0,e5ET,20.0,33.546876103411236,w/ recurrent,240
1,i5Pvalb,40.0,42.94367122063963,w/ recurrent,240
2,i5Sst,16.0,21.36512781949611,w/ recurrent,240
0,e5ET,16.0,15.718834829148179,w/o recurrent,255
1,i5Pvalb,20.0,36.29638341821386,w/o recurrent,255
2,i5Sst,16.0,21.24392434830492,w/o recurrent,255
0,e5ET,18.0,18.763523007022144,w/ recurrent,255
1,i5Pvalb,42.0,40.28830432778509,w/ recurrent,255
2,i5Sst,16.0,21.543315955296137,w/ recurrent,255
0,e5ET,18.0,15.683931769348591,w/o recurrent,270
1,i5Pvalb,28.0,36.870126175494924,w/o recurrent,270
2,i5Sst,18.0,25.862087317394725,w/o recurrent,270
0,e5ET,16.0,16.160870083134242,w/ recurrent,270
1,i5Pvalb,48.0,59.1861092021449,w/ recurrent,270
2,i5Sst,16.0,15.85713371594136,w/ recurrent,270
0,e5ET,18.0,13.173478771513569,w/o recurrent,285
1,i5Pvalb,28.0,38.75305809940654,w/o recurrent,285
2,i5Sst,18.0,21.673395571639787,w/o recurrent,285
0,e5ET,20.0,37.79910250011597,w/ recurrent,285
1,i5Pvalb,40.0,41.49063577904093,w/ recurrent,285
2,i5Sst,16.0,15.900600295234453,w/ recurrent,285
0,e5ET,18.0,12.306880539821291,w/o recurrent,300
1,i5Pvalb,20.0,37.81656256641284,w/o recurrent,300
2,i5Sst,18.0,26.540285083791158,w/o recurrent,300
0,e5ET,24.0,17.896245013533797,w/ recurrent,300
1,i5Pvalb,40.0,40.813234804588525,w/ recurrent,300
2,i5Sst,16.0,21.548088764863053,w/ recurrent,300
0,e5ET,16.0,16.131209034488222,w/o recurrent,315
1,i5Pvalb,20.0,37.829222166966304,w/o recurrent,315
2,i5Sst,16.0,27.203288489441057,w/o recurrent,315
0,e5ET,18.0,31.81822226697198,w/ recurrent,315
1,i5Pvalb,40.0,40.257686105476,w/ recurrent,315
2,i5Sst,24.0,22.69376365489541,w/ recurrent,315
0,e5ET,16.0,12.83353288689094,w/o recurrent,330
1,i5Pvalb,20.0,40.01104184425998,w/o recurrent,330
2,i5Sst,16.0,27.93492772877708,w/o recurrent,330
0,e5ET,16.0,33.67318562105305,w/ recurrent,330
1,i5Pvalb,42.0,30.249178923139684,w/ recurrent,330
2,i5Sst,18.0,26.339177989992088,w/ recurrent,330
0,e5ET,16.0,9.663726550242533,w/o recurrent,345
1,i5Pvalb,20.0,39.96993037502362,w/o recurrent,345
2,i5Sst,16.0,25.08444229230318,w/o recurrent,345
0,e5ET,24.0,15.570571673298808,w/ recurrent,345
1,i5Pvalb,36.0,42.047275114928304,w/ recurrent,345
2,i5Sst,18.0,15.358436013288072,w/ recurrent,345
