,pop_name,s,params,target_angle,recurrent,binsize
1,i5Pvalb,63.42381102393586,[0.39816792 8.05453256 0.60524802],90,w/o recurrent,10
2,i5Sst,56.832810239116434,[ 0.80153356 10.03105814  0.33627869],90,w/o recurrent,10
0,e5ET,55.79189570941263,[ 0.78952442 10.40885057  0.26584336],90,w/ recurrent,10
1,i5Pvalb,53.81790308310154,[ 0.51847214 11.18642888  0.47099466],90,w/ recurrent,10
2,i5Sst,58.87461580009242,[0.84057431 9.34735718 0.27531715],90,w/ recurrent,10
0,e5ET,62.56911106284922,[0.52549177 8.27608687 0.46736   ],105,w/o recurrent,10
1,i5Pvalb,63.900171070028726,[0.40770085 7.93489106 0.61962007],105,w/o recurrent,10
2,i5Sst,60.04499720043533,[0.66750431 8.98651601 0.27910988],105,w/o recurrent,10
0,e5ET,55.6721040282715,[ 0.72632967 10.45369296  0.24661336],105,w/ recurrent,10
1,i5Pvalb,51.99996940059434,[ 0.61991753 11.98226262  0.56299128],105,w/ recurrent,10
2,i5Sst,60.92279683740422,[0.7286713  8.72941911 0.23436143],105,w/ recurrent,10
0,e5ET,61.65682516102574,[0.53233379 8.52280778 0.47139507],120,w/o recurrent,10
1,i5Pvalb,62.48580609908515,[0.41621888 8.29816864 0.63622327],120,w/o recurrent,10
2,i5Sst,61.12306104433942,[0.78805875 8.6723105  0.31813595],120,w/o recurrent,10
0,e5ET,55.931426770503435,[ 0.73385741 10.35698183  0.26837662],120,w/ recurrent,10
1,i5Pvalb,49.57857568732678,[ 0.50419344 13.18125974  0.45798604],120,w/ recurrent,10
2,i5Sst,61.81356797607408,[0.84998028 8.47963942 0.26420148],120,w/ recurrent,10
0,e5ET,60.67462119325623,[0.54728104 8.80097653 0.48651043],135,w/o recurrent,10
1,i5Pvalb,59.442448069567135,[0.36174711 9.16962629 0.56042296],135,w/o recurrent,10
2,i5Sst,59.59701522839292,[0.7697856  9.12212441 0.32511827],135,w/o recurrent,10
0,e5ET,54.6567855897038,[ 0.72257048 10.84568125  0.26668036],135,w/ recurrent,10
1,i5Pvalb,48.64856282871296,[ 0.49406092 13.6900483   0.43872857],135,w/ recurrent,10
2,i5Sst,60.1579068314364,[0.80535226 8.95281431 0.26543284],135,w/ recurrent,10
0,e5ET,60.84788651982488,[0.54990487 8.75092605 0.49280748],150,w/o recurrent,10
1,i5Pvalb,56.74855828568771,[ 0.40729509 10.06086554  0.64846618],150,w/o recurrent,10
2,i5Sst,59.326831257594556,[0.71114173 9.20540086 0.30316062],150,w/o recurrent,10
0,e5ET,54.54925266657055,[ 0.72410364 10.88848357  0.28326072],150,w/ recurrent,10
1,i5Pvalb,55.085189505519345,[ 0.4830483  10.67764099  0.43869727],150,w/ recurrent,10
2,i5Sst,58.04435075621855,[0.77785873 9.61667844 0.27360936],150,w/ recurrent,10
0,e5ET,60.48889272710685,[0.52086713 8.85510552 0.4625223 ],165,w/o recurrent,10
1,i5Pvalb,56.72033704833326,[ 0.35700828 10.07087961  0.5711394 ],165,w/o recurrent,10
2,i5Sst,55.40095858611329,[ 0.72095792 10.55626908  0.31375828],165,w/o recurrent,10
0,e5ET,54.41816629784769,[ 0.72559591 10.94100467  0.28785387],165,w/ recurrent,10
1,i5Pvalb,56.78040817214269,[ 0.45591791 10.04958181  0.38732422],165,w/ recurrent,10
2,i5Sst,54.43165631210948,[ 0.76084396 10.93558223  0.28040245],165,w/ recurrent,10
0,e5ET,61.7747659756414,[0.52355939 8.49029524 0.46502301],180,w/o recurrent,10
1,i5Pvalb,58.41645303789152,[0.39667333 9.49455562 0.63157318],180,w/o recurrent,10
2,i5Sst,55.1833305588572,[0.68757569 9.49034555 0.30021225],180,w/o recurrent,10
0,e5ET,54.13195860166201,[ 0.65576858 11.05700557  0.26846568],180,w/ recurrent,10
1,i5Pvalb,62.05573902178134,[0.68994658 8.41358538 0.641689  ],180,w/ recurrent,10
2,i5Sst,53.46447002475595,[ 0.749142   10.11037608  0.28567585],180,w/ recurrent,10
0,e5ET,62.21094639543023,[0.54113427 8.37165637 0.4783909 ],195,w/o recurrent,10
1,i5Pvalb,59.8981779171093,[0.39921507 9.03062456 0.63686755],195,w/o recurrent,10
2,i5Sst,57.14987577112424,[0.7736301  9.92006297 0.31911197],195,w/o recurrent,10
0,e5ET,56.10531504664493,[ 0.67661709 10.29288213  0.26919522],195,w/ recurrent,10
1,i5Pvalb,62.87691909235807,[0.59871894 8.1952556  0.52151824],195,w/ recurrent,10
2,i5Sst,55.45077908221637,[ 0.78344317 10.53730875  0.28397468],195,w/ recurrent,10
0,e5ET,63.917198194245756,[0.52667912 7.93066402 0.45797334],210,w/o recurrent,10
1,i5Pvalb,60.69398614211265,[0.38781937 8.79536137 0.63815182],210,w/o recurrent,10
2,i5Sst,58.683503982549425,[0.73180707 9.40833851 0.29356417],210,w/o recurrent,10
0,e5ET,56.596353168402864,[ 0.69883009 10.11505187  0.27499429],210,w/ recurrent,10
1,i5Pvalb,59.03305487930203,[0.5789974  9.29724968 0.58850333],210,w/ recurrent,10
2,i5Sst,57.11935458522147,[0.78605651 9.93066718 0.27704166],210,w/ recurrent,10
0,e5ET,64.89799443000325,[0.54171013 7.69276487 0.46138293],225,w/o recurrent,10
1,i5Pvalb,58.92175641084386,[0.39387219 9.33240637 0.64278375],225,w/o recurrent,10
2,i5Sst,59.32634042770208,[0.86404789 9.20555318 0.35161246],225,w/o recurrent,10
0,e5ET,57.96073737082105,[0.71707773 9.64444424 0.27544858],225,w/ recurrent,10
1,i5Pvalb,58.26586541202984,[0.46088793 9.54369623 0.46736889],225,w/ recurrent,10
2,i5Sst,57.93614827563614,[0.88209481 9.65263251 0.30956657],225,w/ recurrent,10
0,e5ET,64.10457241857166,[0.54919783 7.88436996 0.47794119],240,w/o recurrent,10
1,i5Pvalb,58.22408305570077,[0.37697735 9.5573985  0.62030407],240,w/o recurrent,10
2,i5Sst,58.413455651807695,[0.69917533 9.49553003 0.28695405],240,w/o recurrent,10
0,e5ET,57.20170672267771,[0.75235497 9.90209381 0.28282658],240,w/ recurrent,10
1,i5Pvalb,49.895188661371606,[ 0.45959532 13.01450552  0.51496282],240,w/ recurrent,10
2,i5Sst,60.14016275635374,[0.76526623 8.95809806 0.25587469],240,w/ recurrent,10
0,e5ET,63.08011354625728,[0.5159812  8.14254331 0.45466944],255,w/o recurrent,10
1,i5Pvalb,56.8894848670446,[ 0.38343586 10.01108175  0.63026484],255,w/o recurrent,10
2,i5Sst,58.79562763926185,[0.63838444 9.3724892  0.25677019],255,w/o recurrent,10
0,e5ET,54.928970106311425,[ 0.72508618 10.73846232  0.28649882],255,w/ recurrent,10
1,i5Pvalb,49.409792862945224,[ 0.5596889  13.27146737  0.64892843],255,w/ recurrent,10
2,i5Sst,59.67730530213023,[0.68557108 9.09759504 0.22546267],255,w/ recurrent,10
0,e5ET,62.33389013519043,[0.50479471 8.33866541 0.45358217],270,w/o recurrent,10
1,i5Pvalb,56.62464614072422,[ 0.37282661 10.10494626  0.61628007],270,w/o recurrent,10
2,i5Sst,59.393803743642366,[0.69033259 9.18465253 0.27726683],270,w/o recurrent,10
0,e5ET,54.9372492334527,[ 0.68995439 10.73522596  0.27163648],270,w/ recurrent,10
1,i5Pvalb,48.029667222143,[ 0.41770808 14.04513296  0.51527504],270,w/ recurrent,10
2,i5Sst,62.715286658846544,[0.72472063 8.23755234 0.21885585],270,w/ recurrent,10
0,e5ET,61.93009048088925,[0.5206793  8.44776027 0.47116437],285,w/o recurrent,10
1,i5Pvalb,59.128485285806406,[0.37200051 9.26726331 0.59465473],285,w/o recurrent,10
2,i5Sst,60.77316037983229,[0.75668357 8.77245941 0.28635784],285,w/o recurrent,10
0,e5ET,53.02408762871795,[ 0.73266247 11.52387666  0.30030201],285,w/ recurrent,10
1,i5Pvalb,51.501776318081745,[ 0.44456888 12.21520032  0.56545656],285,w/ recurrent,10
2,i5Sst,62.51784684902493,[0.76051158 8.2896651  0.23016081],285,w/ recurrent,10
0,e5ET,62.03138087799606,[0.5479928  8.42019428 0.49200436],300,w/o recurrent,10
1,i5Pvalb,60.4479503921369,[0.39975071 8.86710499 0.63432345],300,w/o recurrent,10
2,i5Sst,59.80493361004471,[0.68656922 9.05880654 0.26340884],300,w/o recurrent,10
0,e5ET,52.78143104905364,[ 0.64631449 11.63007963  0.27018343],300,w/ recurrent,10
1,i5Pvalb,55.402232401021834,[ 0.39999507 10.55578366  0.52386616],300,w/ recurrent,10
2,i5Sst,61.13312575770071,[0.72054806 8.66945519 0.22520076],300,w/ recurrent,10
0,e5ET,62.30078195784297,[0.53300068 8.34753051 0.47924568],315,w/o recurrent,10
1,i5Pvalb,62.04502945011778,[0.40347272 8.41649016 0.63405132],315,w/o recurrent,10
2,i5Sst,56.42223498676705,[ 0.74009408 10.177578    0.28228939],315,w/o recurrent,10
0,e5ET,53.74805368199129,[ 0.72462335 11.21552288  0.29262533],315,w/ recurrent,10
1,i5Pvalb,55.49533416443414,[ 0.45901434 10.52039554  0.61439035],315,w/ recurrent,10
2,i5Sst,57.651164538579806,[0.80076926 9.748299   0.25518893],315,w/ recurrent,10
0,e5ET,61.24170249518248,[0.51510897 8.63874191 0.46546377],330,w/o recurrent,10
1,i5Pvalb,59.75413396841941,[0.37631743 9.07421568 0.59847704],330,w/o recurrent,10
2,i5Sst,55.763311601689615,[ 0.64722416 10.4195244   0.25156495],330,w/o recurrent,10
0,e5ET,53.57412655713025,[ 0.70273906 11.28846294  0.29360303],330,w/ recurrent,10
1,i5Pvalb,56.17317196291781,[ 0.36839526 10.26802965  0.53098481],330,w/ recurrent,10
2,i5Sst,54.90990739029054,[ 0.67548514 10.74591962  0.23078063],330,w/ recurrent,10
0,e5ET,60.911758435880635,[0.52128651 8.73258328 0.47822884],345,w/o recurrent,10
1,i5Pvalb,59.149527372616284,[0.39089563 9.26067094 0.61031082],345,w/o recurrent,10
2,i5Sst,52.95957701503566,[ 0.70643409 11.55196847  0.2755652 ],345,w/o recurrent,10
0,e5ET,55.65618261546808,[ 0.72043206 10.45967474  0.28228721],345,w/ recurrent,10
1,i5Pvalb,57.897499468023895,[0.51257552 9.66552382 0.68723897],345,w/ recurrent,10
2,i5Sst,51.0876900449927,[ 0.74165655 12.41402105  0.25622312],345,w/ recurrent,10
