,pop_name,s,params,target_angle,recurrent,binsize
0,e5ET,58.50848321189213,[0.7997818  9.46471043 0.3750746 ],45,w/ recurrent,10
1,i5Pvalb,52.98778030680088,[ 0.41138765 11.53967443  0.46699172],45,w/ recurrent,10
2,i5Sst,56.33971229871829,[ 0.81492266 10.20741472  0.27057544],45,w/ recurrent,10
0,e5ET,65.55314498092528,[0.5124552  7.53976736 0.51183959],60,w/o recurrent,10
1,i5Pvalb,60.40805248057602,[0.38157868 8.87882183 0.58182526],60,w/o recurrent,10
2,i5Sst,54.72721766425073,[ 0.69783881 10.81778316  0.25646604],60,w/o recurrent,10
0,e5ET,55.36287538764131,[ 0.6812128  10.57079703  0.29922847],60,w/ recurrent,10
1,i5Pvalb,48.036218909080645,[ 0.48402376 14.04130198  0.52488099],60,w/ recurrent,10
2,i5Sst,54.03116124383433,[ 0.70057109 11.09829865  0.23946747],60,w/ recurrent,10
0,e5ET,64.95927919251358,[0.51022606 7.6782565  0.51325634],75,w/o recurrent,10
1,i5Pvalb,62.83049739075541,[0.40021191 8.20737004 0.60436236],75,w/o recurrent,10
2,i5Sst,54.76085505236797,[ 0.73700163 10.80449739  0.29694449],75,w/o recurrent,10
0,e5ET,56.11821352091379,[ 0.6621311  10.28815114  0.28632522],75,w/ recurrent,10
1,i5Pvalb,56.24291345496953,[ 0.43990486 10.24258062  0.45505828],75,w/ recurrent,10
2,i5Sst,52.88729752734622,[ 0.75360624 11.5835655   0.28579737],75,w/ recurrent,10
0,e5ET,63.65806194924145,[0.47850035 7.99536298 0.48803349],90,w/o recurrent,10
1,i5Pvalb,63.42381102393586,[0.39816792 8.05453256 0.60524802],90,w/o recurrent,10
2,i5Sst,56.3790019510737,[ 0.8301062  10.1931929   0.32124949],90,w/o recurrent,10
0,e5ET,53.876157011667196,[ 0.70404573 11.16225116  0.29326509],90,w/ recurrent,10
1,i5Pvalb,57.39294685049819,[0.54879516 9.83621384 0.5424314 ],90,w/ recurrent,10
2,i5Sst,54.345951514220324,[ 0.84913965 10.97010075  0.30771527],90,w/ recurrent,10
0,e5ET,62.6106654596697,[0.49232966 8.26510492 0.49824688],105,w/o recurrent,10
1,i5Pvalb,63.900171070028726,[0.40770085 7.93489106 0.61962007],105,w/o recurrent,10
2,i5Sst,59.614467279931084,[0.68696679 9.11678421 0.25796421],105,w/o recurrent,10
0,e5ET,53.98168104786905,[ 0.71617347 11.11865361  0.28617755],105,w/ recurrent,10
1,i5Pvalb,58.42763029240887,[0.50282889 9.49092333 0.49389498],105,w/ recurrent,10
2,i5Sst,58.117346910237316,[0.76963377 9.59253626 0.26951331],105,w/ recurrent,10
0,e5ET,61.31443964387044,[0.49771017 8.61825784 0.50612759],120,w/o recurrent,10
1,i5Pvalb,62.48580609908515,[0.41621888 8.29816864 0.63622327],120,w/o recurrent,10
2,i5Sst,60.77350130236147,[0.82486415 8.77236098 0.3022436 ],120,w/o recurrent,10
0,e5ET,55.14184675162969,[ 0.68371336 10.65571009  0.27526916],120,w/ recurrent,10
1,i5Pvalb,63.98459474757233,[0.52047416 7.91396569 0.4914047 ],120,w/ recurrent,10
2,i5Sst,60.33951675652802,[0.74943396 8.89900303 0.25096902],120,w/ recurrent,10
0,e5ET,60.50576012046413,[0.51266769 8.85016908 0.51753976],135,w/o recurrent,10
1,i5Pvalb,59.442448069567135,[0.36174711 9.16962629 0.56042296],135,w/o recurrent,10
2,i5Sst,58.541832829167184,[0.79109005 9.45392994 0.30531284],135,w/o recurrent,10
0,e5ET,53.841867865066256,[ 0.73524513 11.17647303  0.28928837],135,w/ recurrent,10
1,i5Pvalb,58.922498118278185,[0.49641421 9.33217142 0.48063449],135,w/ recurrent,10
2,i5Sst,60.172131966622885,[0.80946453 8.94858178 0.26942621],135,w/ recurrent,10
0,e5ET,59.9354461094133,[0.51502722 9.01939747 0.52937343],150,w/o recurrent,10
1,i5Pvalb,56.74855828568771,[ 0.40729509 10.06086554  0.64846618],150,w/o recurrent,10
2,i5Sst,58.76613139332857,[0.73243734 9.38190015 0.28597074],150,w/o recurrent,10
0,e5ET,56.240346936937165,[ 0.77086337 10.24351548  0.30319039],150,w/ recurrent,10
1,i5Pvalb,60.58242975337366,[0.49097066 8.82778272 0.47603747],150,w/ recurrent,10
2,i5Sst,61.498272979031036,[0.80349506 8.5668107  0.25902659],150,w/ recurrent,10
0,e5ET,60.005388855569336,[0.48611983 8.99838356 0.49412862],165,w/o recurrent,10
1,i5Pvalb,56.72033704833326,[ 0.35700828 10.07087961  0.5711394 ],165,w/o recurrent,10
2,i5Sst,54.87750277035194,[ 0.73895528 10.75861408  0.29482458],165,w/o recurrent,10
0,e5ET,53.95254459196237,[ 0.69503391 11.13066586  0.27536982],165,w/ recurrent,10
1,i5Pvalb,55.283650957264605,[ 0.52563974 10.60111578  0.49505083],165,w/ recurrent,10
2,i5Sst,57.93984660791288,[0.76916565 9.65140028 0.2588704 ],165,w/ recurrent,10
0,e5ET,61.03889288324821,[0.48933138 8.69624396 0.49807218],180,w/o recurrent,10
1,i5Pvalb,58.41645303789152,[0.39667333 9.49455562 0.63157318],180,w/o recurrent,10
2,i5Sst,54.93853349722367,[0.70918754 9.57510881 0.28412996],180,w/o recurrent,10
0,e5ET,52.7055374777694,[ 0.68107822 11.66359731  0.28560037],180,w/ recurrent,10
1,i5Pvalb,50.51776775894751,[ 0.53894281 12.6957016   0.54275354],180,w/ recurrent,10
2,i5Sst,57.2448108149583,[0.75772511 8.81912694 0.26035083],180,w/ recurrent,10
0,e5ET,62.00908085792723,[0.50660298 8.42625159 0.5141979 ],195,w/o recurrent,10
1,i5Pvalb,59.8981779171093,[0.39921507 9.03062456 0.63686755],195,w/o recurrent,10
2,i5Sst,56.76351489859631,[ 0.81238643 10.05556437  0.31020139],195,w/o recurrent,10
0,e5ET,53.74578825881075,[ 0.72257743 11.21646839  0.29271134],195,w/ recurrent,10
1,i5Pvalb,50.37887591604416,[ 0.45968022 12.76580082  0.45777885],195,w/ recurrent,10
2,i5Sst,56.24078804511479,[ 0.79286533 10.24335479  0.27491804],195,w/ recurrent,10
0,e5ET,63.728321712455596,[0.49291473 7.9777431  0.49152538],210,w/o recurrent,10
1,i5Pvalb,60.69398614211265,[0.38781937 8.79536137 0.63815182],210,w/o recurrent,10
2,i5Sst,58.026379592125586,[0.74756943 9.62263607 0.27964341],210,w/o recurrent,10
0,e5ET,52.71974760668947,[ 0.66943716 11.65731053  0.28831476],210,w/ recurrent,10
1,i5Pvalb,50.86160207200654,[ 0.46922716 12.52463098  0.50386889],210,w/ recurrent,10
2,i5Sst,56.46583145278937,[ 0.75535004 10.16186814  0.25271476],210,w/ recurrent,10
0,e5ET,65.61528837039535,[0.5080309  7.52549249 0.49318373],225,w/o recurrent,10
1,i5Pvalb,58.92175641084386,[0.39387219 9.33240637 0.64278375],225,w/o recurrent,10
2,i5Sst,58.90249210984821,[0.89249952 9.33851177 0.33439888],225,w/o recurrent,10
0,e5ET,56.7027947318296,[ 0.65155452 10.07711189  0.28615368],225,w/ recurrent,10
1,i5Pvalb,51.05576114644588,[ 0.4782771  12.4295527   0.52347229],225,w/ recurrent,10
2,i5Sst,56.449829847468884,[ 0.88277407 10.16763005  0.2976909 ],225,w/ recurrent,10
0,e5ET,64.34687132554104,[0.51587182 7.82510438 0.51154302],240,w/o recurrent,10
1,i5Pvalb,58.22408305570077,[0.37697735 9.5573985  0.62030407],240,w/o recurrent,10
2,i5Sst,58.49778801705463,[0.72582471 9.46817162 0.27184846],240,w/o recurrent,10
0,e5ET,56.81882992264324,[ 0.69436684 10.03599504  0.30137365],240,w/ recurrent,10
1,i5Pvalb,52.194637059351436,[ 0.45274835 11.89305004  0.5228135 ],240,w/ recurrent,10
2,i5Sst,56.267917877769165,[ 0.70296981 10.23347942  0.23159028],240,w/ recurrent,10
0,e5ET,63.36500555189787,[0.48487302 8.0694894  0.48930389],255,w/o recurrent,10
1,i5Pvalb,56.8894848670446,[ 0.38343586 10.01108175  0.63026484],255,w/o recurrent,10
2,i5Sst,58.86213956081418,[0.65604682 9.35132007 0.23727747],255,w/o recurrent,10
0,e5ET,57.11756223414826,[0.72017742 9.93129044 0.331341  ],255,w/ recurrent,10
1,i5Pvalb,53.64845571228155,[ 0.49971122 11.25720461  0.58676421],255,w/ recurrent,10
2,i5Sst,57.30643100329816,[0.68960891 9.86593583 0.22127455],255,w/ recurrent,10
0,e5ET,62.614279461703426,[0.47433018 8.26415084 0.48493471],270,w/o recurrent,10
1,i5Pvalb,56.62464614072422,[ 0.37282661 10.10494626  0.61628007],270,w/o recurrent,10
2,i5Sst,59.26139959581889,[0.71120132 9.2257398  0.25225195],270,w/o recurrent,10
0,e5ET,57.08392673158212,[0.68469467 9.9429975  0.32103861],270,w/ recurrent,10
1,i5Pvalb,55.951864135410936,[ 0.39893784 10.34941708  0.48123596],270,w/ recurrent,10
2,i5Sst,58.50897477088863,[0.73767492 9.46455139 0.22184007],270,w/ recurrent,10
0,e5ET,62.294670209182826,[0.48872306 8.34916854 0.50126181],285,w/o recurrent,10
1,i5Pvalb,59.128485285806406,[0.37200051 9.26726331 0.59465473],285,w/o recurrent,10
2,i5Sst,59.633559575967084,[0.77762426 9.11094748 0.26855535],285,w/o recurrent,10
0,e5ET,55.34382414044475,[ 0.66328984 10.57807595  0.3225938 ],285,w/ recurrent,10
1,i5Pvalb,53.93476940948013,[ 0.4247902  11.13800369  0.52544407],285,w/ recurrent,10
2,i5Sst,61.22170955502983,[0.84895973 8.64438508 0.22990005],285,w/ recurrent,10
0,e5ET,62.08885244106517,[0.51076489 8.40461345 0.52398158],300,w/o recurrent,10
1,i5Pvalb,60.4479503921369,[0.39975071 8.86710499 0.63432345],300,w/o recurrent,10
2,i5Sst,59.07540591518814,[0.6968722  9.2839241  0.24477052],300,w/o recurrent,10
0,e5ET,54.21802384496502,[ 0.62800559 11.02192983  0.32040449],300,w/ recurrent,10
1,i5Pvalb,58.965986767774574,[0.40522835 9.31841116 0.51984057],300,w/ recurrent,10
2,i5Sst,60.47624322358572,[0.70924828 8.85881026 0.2008223 ],300,w/ recurrent,10
0,e5ET,61.92571444599491,[0.50065896 8.44895425 0.514785  ],315,w/o recurrent,10
1,i5Pvalb,62.04502945011778,[0.40347272 8.41649016 0.63405132],315,w/o recurrent,10
2,i5Sst,56.32690391224739,[ 0.75708229 10.21205746  0.26314216],315,w/o recurrent,10
0,e5ET,50.77538376771386,[ 0.68233925 12.56720157  0.35210604],315,w/ recurrent,10
1,i5Pvalb,55.01234800694929,[ 0.49511906 10.7059361   0.62000816],315,w/ recurrent,10
2,i5Sst,58.43601859205461,[0.78480326 9.48819874 0.22416339],315,w/ recurrent,10
0,e5ET,60.9204945434479,[0.48276817 8.73007892 0.49631393],330,w/o recurrent,10
1,i5Pvalb,59.75413396841941,[0.37631743 9.07421568 0.59847704],330,w/o recurrent,10
2,i5Sst,55.12480951857347,[ 0.66608476 10.66229776  0.23318513],330,w/o recurrent,10
0,e5ET,51.11297586875985,[ 0.68522795 12.40174155  0.35663623],330,w/ recurrent,10
1,i5Pvalb,57.59373382363398,[0.39282873 9.76775011 0.508383  ],330,w/ recurrent,10
2,i5Sst,57.53361175846539,[0.67353879 9.78817518 0.19896455],330,w/ recurrent,10
0,e5ET,60.486236147526355,[0.48705903 8.85588338 0.51126552],345,w/o recurrent,10
1,i5Pvalb,59.149527372616284,[0.39089563 9.26067094 0.61031082],345,w/o recurrent,10
2,i5Sst,52.96894798881192,[ 0.72343177 11.54788141  0.25784755],345,w/o recurrent,10
0,e5ET,51.28811712399661,[ 0.61662987 12.31718598  0.31872134],345,w/ recurrent,10
1,i5Pvalb,56.33970184855289,[ 0.45821216 10.20741851  0.5363196 ],345,w/ recurrent,10
2,i5Sst,54.29188225099718,[ 0.76070714 10.99196187  0.23491804],345,w/ recurrent,10
