,pop_name,s,params,target_angle,recurrent,binsize
0,e5ET,52.48128211239541,[ 0.44636864 11.76348865  0.56132642],135,w/ recurrent,10
1,i5Pvalb,53.6924025839926,[ 0.46298825 11.23878426  0.67725696],135,w/ recurrent,10
2,i5Sst,57.240380378578976,[0.76781296 9.88871791 0.264441  ],135,w/ recurrent,10
0,e5ET,61.64162499211406,[0.63124219 8.52701157 0.41595677],150,w/o recurrent,10
1,i5Pvalb,58.46922323465036,[0.34838525 9.47742512 0.67606955],150,w/o recurrent,10
2,i5Sst,60.21393875324931,[0.65777665 8.93616002 0.36395379],150,w/o recurrent,10
0,e5ET,54.01400351093888,[ 0.47849895 11.10535059  0.60558307],150,w/ recurrent,10
1,i5Pvalb,53.05407290014018,[ 0.37711867 11.51085414  0.58796126],150,w/ recurrent,10
2,i5Sst,55.64386515794861,[ 0.76403916 10.46430601  0.27307925],150,w/ recurrent,10
0,e5ET,61.590523049398726,[0.59407906 8.54116724 0.38922296],165,w/o recurrent,10
1,i5Pvalb,56.82934038106068,[ 0.31945201 10.03228312  0.62355913],165,w/o recurrent,10
2,i5Sst,56.216745594302544,[ 0.66116155 10.2521183   0.37474152],165,w/o recurrent,10
0,e5ET,53.41558809320181,[ 0.42511573 11.35557112  0.54627021],165,w/ recurrent,10
1,i5Pvalb,53.27414984365655,[ 0.44237593 11.41594728  0.62824003],165,w/ recurrent,10
2,i5Sst,52.28564175991109,[ 0.7711791  11.85168566  0.27842221],165,w/ recurrent,10
0,e5ET,62.426653489475136,[0.59498222 8.31390201 0.38942134],180,w/o recurrent,10
1,i5Pvalb,60.13666732723476,[0.34695406 8.95913946 0.66944629],180,w/o recurrent,10
2,i5Sst,55.426120192934135,[0.6269346  9.40738427 0.353958  ],180,w/o recurrent,10
0,e5ET,54.157645918980236,[ 0.40833137 11.04651924  0.55009106],180,w/ recurrent,10
1,i5Pvalb,49.71009271090675,[ 0.45521571 13.1116052   0.72652654],180,w/ recurrent,10
2,i5Sst,52.275330302191925,[ 0.75762004 10.57558187  0.27210324],180,w/ recurrent,10
0,e5ET,63.29541831656633,[0.62041681 8.08724242 0.4015123 ],195,w/o recurrent,10
1,i5Pvalb,60.82848074569491,[0.34976442 8.75651046 0.67135034],195,w/o recurrent,10
2,i5Sst,57.32619104281014,[0.67606884 9.85913553 0.36501749],195,w/o recurrent,10
0,e5ET,58.013361838770244,[0.44711624 9.62695504 0.59266734],195,w/ recurrent,10
1,i5Pvalb,49.93309056732089,[ 0.4250721  12.9947556   0.67695037],195,w/ recurrent,10
2,i5Sst,55.787625266042525,[ 0.78300951 10.41044419  0.25933112],195,w/ recurrent,10
0,e5ET,63.63813008351476,[0.59856526 8.00037216 0.38573719],210,w/o recurrent,10
1,i5Pvalb,61.110665128532546,[0.34166275 8.67582911 0.67730283],210,w/o recurrent,10
2,i5Sst,57.92910421687743,[0.68730429 9.65498013 0.36365315],210,w/o recurrent,10
0,e5ET,60.24830108061471,[0.44239255 8.92596954 0.57303614],210,w/ recurrent,10
1,i5Pvalb,48.51952495548763,[ 0.40199619 13.76296261  0.73247906],210,w/ recurrent,10
2,i5Sst,56.44697295121355,[ 0.78870848 10.16865928  0.24929178],210,w/ recurrent,10
0,e5ET,63.77765504455637,[0.62090795 7.96540598 0.39614889],225,w/o recurrent,10
1,i5Pvalb,59.45093375820491,[0.34531234 9.16700883 0.6713595 ],225,w/o recurrent,10
2,i5Sst,58.67575031255553,[0.79597373 9.4108252  0.42843898],225,w/o recurrent,10
0,e5ET,61.262032868296,[0.43566135 8.63300917 0.55928186],225,w/ recurrent,10
1,i5Pvalb,48.263171827420614,[ 0.3600781  13.90955673  0.63596665],225,w/ recurrent,10
2,i5Sst,57.866116194750425,[0.97060886 9.67601072 0.30028615],225,w/ recurrent,10
0,e5ET,63.84542964452963,[0.62171658 7.94850373 0.40043645],240,w/o recurrent,10
1,i5Pvalb,57.19904191219302,[0.33519976 9.90301647 0.66630694],240,w/o recurrent,10
2,i5Sst,58.70805805742093,[0.62631732 9.40047027 0.33495188],240,w/o recurrent,10
0,e5ET,59.75968627346802,[0.43943857 9.07252957 0.577068  ],240,w/ recurrent,10
1,i5Pvalb,52.03959154762164,[ 0.3768142  11.96402335  0.70454019],240,w/ recurrent,10
2,i5Sst,57.996905447964544,[0.78904155 9.63241904 0.24054787],240,w/ recurrent,10
0,e5ET,63.16812708277913,[0.58780379 8.11986875 0.38094976],255,w/o recurrent,10
1,i5Pvalb,55.649187016474116,[ 0.33691884 10.46230465  0.67424943],255,w/o recurrent,10
2,i5Sst,59.273760846846294,[0.59404937 9.22189224 0.31289656],255,w/o recurrent,10
0,e5ET,58.15099819217003,[0.38756773 9.5814373  0.51598617],255,w/ recurrent,10
1,i5Pvalb,47.89460034094036,[ 0.37454293 14.12446162  0.72732771],255,w/ recurrent,10
2,i5Sst,57.204154622195546,[0.69130944 9.90124636 0.21275511],255,w/ recurrent,10
0,e5ET,62.47138358030364,[0.57701276 8.30200061 0.37940119],270,w/o recurrent,10
1,i5Pvalb,55.56329321333841,[ 0.33423559 10.49467644  0.6760359 ],270,w/o recurrent,10
2,i5Sst,59.72347406115591,[0.6272124  9.08353483 0.33071513],270,w/o recurrent,10
0,e5ET,57.016942859740396,[0.40671457 9.96637342 0.53662079],270,w/ recurrent,10
1,i5Pvalb,47.57989989355945,[ 0.3207962  14.31192205  0.65854624],270,w/ recurrent,10
2,i5Sst,57.48565100290551,[0.68810818 9.80451471 0.21350276],270,w/ recurrent,10
0,e5ET,62.36027125160249,[0.59655958 8.33161166 0.39340977],285,w/o recurrent,10
1,i5Pvalb,56.94214251077758,[0.31863244 9.99257467 0.65257013],285,w/o recurrent,10
2,i5Sst,61.34931607119901,[0.68938218 8.60846185 0.33875791],285,w/o recurrent,10
0,e5ET,57.23921360797682,[0.42467864 9.88912106 0.55391627],285,w/ recurrent,10
1,i5Pvalb,48.193762158247125,[ 0.30739874 13.94965125  0.62892245],285,w/ recurrent,10
2,i5Sst,58.642245930290166,[0.79493643 9.42158174 0.23132036],285,w/ recurrent,10
0,e5ET,62.5344829675858,[0.62895887 8.28525507 0.41436981],300,w/o recurrent,10
1,i5Pvalb,60.57706446997401,[0.34422072 8.82934654 0.67677741],300,w/o recurrent,10
2,i5Sst,61.79488194114169,[0.64417459 8.48476848 0.32060828],300,w/o recurrent,10
0,e5ET,56.29325401156366,[ 0.4403334  10.22426984  0.5786711 ],300,w/ recurrent,10
1,i5Pvalb,47.327239964542926,[ 0.36895974 14.46514043  0.72261718],300,w/ recurrent,10
2,i5Sst,58.34039265313232,[0.71742264 9.51932851 0.21595033],300,w/ recurrent,10
0,e5ET,63.46250857428533,[0.61806758 8.04471272 0.40097386],315,w/o recurrent,10
1,i5Pvalb,61.14792966194664,[0.34644329 8.66525795 0.69333909],315,w/o recurrent,10
2,i5Sst,58.236221991582894,[0.68767228 9.55341457 0.33541518],315,w/o recurrent,10
0,e5ET,53.313635583512855,[ 0.41676701 11.39904353  0.57537667],315,w/ recurrent,10
1,i5Pvalb,49.65730747719704,[ 0.37326359 13.13949504  0.69028906],315,w/ recurrent,10
2,i5Sst,54.96028586210978,[ 0.79126943 10.7262285   0.2448987 ],315,w/ recurrent,10
0,e5ET,62.27675607135146,[0.59394193 8.35397257 0.39140879],330,w/o recurrent,10
1,i5Pvalb,59.47129422807957,[0.32287716 9.16073311 0.65161935],330,w/o recurrent,10
2,i5Sst,57.486783805689974,[0.60673353 9.80412831 0.29282724],330,w/o recurrent,10
0,e5ET,52.781250695147904,[ 0.42522296 11.63015911  0.58185045],330,w/ recurrent,10
1,i5Pvalb,49.39946155886087,[ 0.30912684 13.27701909  0.54837912],330,w/ recurrent,10
2,i5Sst,54.43060709850344,[ 0.66799675 10.93600383  0.21123096],330,w/ recurrent,10
0,e5ET,62.19875865501212,[0.60250689 8.37493752 0.39715282],345,w/o recurrent,10
1,i5Pvalb,59.64537413873673,[0.33627801 9.10733844 0.65965708],345,w/o recurrent,10
2,i5Sst,54.49010194448351,[ 0.66937878 10.91213598  0.32564766],345,w/o recurrent,10
0,e5ET,51.715614032663225,[ 0.40271171 12.11439246  0.55989226],345,w/ recurrent,10
1,i5Pvalb,50.731300661908236,[ 0.38569068 12.58905167  0.56564957],345,w/ recurrent,10
2,i5Sst,51.45429835567634,[ 0.76818258 12.23775317  0.24617332],345,w/ recurrent,10
